,amount,aot_0_max,aot_0_mean,aot_0_min,aot_0_std,ncs_412_max,ncs_412_mean,ncs_412_min,ncs_412_std,ncs_443_max,ncs_443_mean,ncs_443_min,ncs_443_std,ncs_469_max,ncs_469_mean,ncs_469_min,ncs_469_std,ncs_488_max,ncs_488_mean,ncs_488_min,ncs_488_std,ncs_531_max,ncs_531_mean,ncs_531_min,ncs_531_std,ncs_547_max,ncs_547_mean,ncs_547_min,ncs_547_std,ncs_555_max,ncs_555_mean,ncs_555_min,ncs_555_std,ncs_645_max,ncs_645_mean,ncs_645_min,ncs_645_std,ncs_667_max,ncs_667_mean,ncs_667_min,ncs_667_std,ncs_678_max,ncs_678_mean,ncs_678_min,ncs_678_std,nsst_0_max,nsst_0_mean,nsst_0_min,nsst_0_std,sst_0_max,sst_0_mean,sst_0_min,sst_0_std,aot_0_raw_ippa_mean,ncs_412_raw_ippa_mean,ncs_443_raw_ippa_mean,ncs_469_raw_ippa_mean,ncs_488_raw_ippa_mean,ncs_531_raw_ippa_mean,ncs_547_raw_ippa_mean,ncs_555_raw_ippa_mean,ncs_645_raw_ippa_mean,ncs_667_raw_ippa_mean,ncs_678_raw_ippa_mean,nsst_0_raw_ippa_mean,sst_0_raw_ippa_mean,aot_0_raw_ippa_std,ncs_412_raw_ippa_std,ncs_443_raw_ippa_std,ncs_469_raw_ippa_std,ncs_488_raw_ippa_std,ncs_531_raw_ippa_std,ncs_547_raw_ippa_std,ncs_555_raw_ippa_std,ncs_645_raw_ippa_std,ncs_667_raw_ippa_std,ncs_678_raw_ippa_std,nsst_0_raw_ippa_std,sst_0_raw_ippa_std,aot_0_raw_ippa_mean_ippa_std,ncs_412_raw_ippa_mean_ippa_std,ncs_443_raw_ippa_mean_ippa_std,ncs_469_raw_ippa_mean_ippa_std,ncs_488_raw_ippa_mean_ippa_std,ncs_531_raw_ippa_mean_ippa_std,ncs_547_raw_ippa_mean_ippa_std,ncs_555_raw_ippa_mean_ippa_std,ncs_645_raw_ippa_mean_ippa_std,ncs_667_raw_ippa_mean_ippa_std,ncs_678_raw_ippa_mean_ippa_std,nsst_0_raw_ippa_mean_ippa_std,sst_0_raw_ippa_mean_ippa_std,diff_amount,change_amount
2015.02.23,0,241,91.8693523258,1,82.0669716006,241,91.4950213371,1,82.7894541702,241,123.303447504,1,91.6243696424,241,119.764504743,1,95.4799978115,241,102.261208143,1,93.5522390724,241,70.8161227221,1,78.7257309787,241,65.5572298174,1,75.4641113078,241,155.929448729,1,102.485372228,241,80.2222039203,1,28.5779622326,241,128.717338761,16,44.2781650432,241,80.820432885,16,82.0863805142,241,106.055102228,16,89.457908129,241,96.127313968,1,92.4316443296,28.760932761247222,145.9056368558383,132.414498747731,114.9930428511732,106.86955555586613,93.69416297113271,90.8191420820854,92.99471295821378,121.70044149524195,132.7572978087357,135.88344888983303,156.12633881230116,159.09946753957053,16.169716877355377,24.52238740133743,20.914548002756117,19.92476760247145,20.198519754412715,21.71790968870876,21.363770677099506,20.943329967240476,17.380646655759794,17.61487075275393,17.816117229072784,14.577347501560688,13.977664173846804,1.1121437002077477,1.9663312820028038,2.81287473990992,1.668790621223447,1.5154014964394489,1.479018260864562,1.0633806392521403,0.9996033263744997,1.1376311173398077,1.1367191125469447,2.3526805680293146,1.6025735022960637,1.9017345191863875,-1,-1
2014.10.24,0,241,94.5253164557,16,91.4164001689,241,81.8385093168,1,78.8920089492,241,80.7861271676,1,78.1347985469,241,76.5,1,71.2256421892,193,66.4303030303,1,57.7343156445,161,89.8474576271,16,55.0863154926,113,23.5,1,32.3438061284,81,17.5,1,22.8309001137,225,190.417266187,16,77.6648304507,241,157.612903226,16,107.262318616,225,176.246987952,16,85.2171879226,241,88.6805862277,1,83.5036083198,225,78.3887587822,1,65.2921997565,25.021379716783823,173.26278646496607,151.90614676153064,132.68725936199206,121.86776924035078,102.26380711405429,99.09538142344296,100.82620335271142,145.9053733735148,157.03174237255365,161.94833932618735,181.9756041439799,186.20782186974566,15.054532132603383,28.205266333596693,25.215379713070508,22.84627308652388,21.882741173938623,19.259860728905238,19.052381898650204,18.678230005168242,20.50470324072934,20.344061146645767,20.201753047029417,6.4123144710173365,5.572283205008083,1.394761759260287,2.9506177910552056,4.220405769168759,6.190120430511463,3.8406760008332204,3.939650131638631,5.4842247105418815,5.599732891605048,7.260001312995143,4.751976391501827,4.47213958499425,0.9563042202972285,1.436966452246888,-1,-1
2016.05.12,0,241,92.4719303512,1,85.661994033,241,92.3226299694,1,82.7823693823,241,77.930651456,1,70.6530904885,241,111.041616405,1,88.9364858162,241,82.6865671642,1,68.8152495874,225,89.0269349845,1,76.2523565218,209,96.4467105263,1,75.6016207165,225,65.8778205834,1,58.8216939274,241,76.4332805071,16,84.3552120999,193,117.56243253,16,53.0032551702,177,40.5530490828,16,36.261011688,241,86.283770996,16,71.8071160504,241,78.2712750075,1,66.5944214947,33.10818998109641,172.90746219281664,157.17967391304347,140.13291824196597,129.8621195652174,118.2470534026465,116.26445415879017,118.77064744801513,166.78012287334593,179.22077741020794,186.5585690085848,168.73122753076154,172.97090028982493,14.600299768843401,28.020221989590375,25.88996692576676,21.708352354497148,18.36356549427297,16.794238116029682,17.22055033079492,17.29444307576968,25.101256191010737,22.640192582873144,21.773964018084133,11.044618812240131,10.106274452652613,0.6161740489051224,3.497890818890901,3.7510725451758375,2.795309374239292,2.195012877675054,1.387553576003622,1.4892423335245246,1.6268424393781038,3.5313816491965277,3.5872245804655507,5.737002711328906,0.8565435303301546,0.9944454293917117,-1,-1
2016.04.23,1,241,99.5844642022,1,88.1020248225,241,85.1237875289,1,69.4016087059,241,92.393126177,1,88.7517611815,241,38.1382033564,1,46.593351736,241,91.7461904762,1,67.3891743444,241,128.450149551,1,77.6711390412,225,29.6102852551,1,35.4191680808,241,112.028246206,1,84.1319155791,241,129.103286385,16,44.2770569505,241,214.035148706,16,71.6879147895,241,43.5373188406,16,54.6580282903,241,93.0708025199,16,82.0616091473,241,87.7884454033,1,76.776365405,34.95679720533872,165.79318437528042,150.6399029954972,135.1564657780723,126.12100253325326,117.43268241839404,115.53072231080556,117.90868323750227,165.79086280167226,177.86638872207612,180.21222265938673,166.14867997715206,170.32015174843835,15.991886979005056,27.037055035176333,28.54668593915353,27.288591826192842,26.87868339329796,24.267154099207755,24.606191378780203,24.195779666314984,26.571431598819583,24.688017103697224,24.014072831455508,12.15323760013151,11.758126476587286,0.8558235747675245,3.471397475353674,3.639411247481924,3.043012419201004,2.8051056902920917,2.553677766011405,2.881147800866877,2.5987691648476634,7.597068811182286,7.919888337174959,7.753527664406097,2.105719806389422,1.9026279862404714,1,1
2016.04.04,1,241,78.0344603381,1,70.5913125169,241,81.9501618123,1,66.4971623234,241,71.6741790084,1,77.8181260597,193,46.89,1,50.7565693144,241,86.0499098016,1,74.2527612558,241,75.3704646722,16,80.8058095703,209,82.7066483893,16,71.9797989972,241,53.9833887043,16,55.0608759129,241,109.136764706,16,58.6939003856,241,166.936724566,16,93.2597946409,241,157.04679285,16,108.055840112,241,104.637036092,16,84.1698601767,241,77.4055865922,1,69.4867288879,35.75739204536488,155.97358806071855,141.03101155732486,127.99292573365253,120.06694775443599,111.47397584528069,108.96982229156019,110.8044243304552,148.51848813334408,160.26326985322467,162.88111601258842,162.80566319528538,167.16914636846465,16.272287744399147,23.200683657709984,23.36335029159639,24.261594619703235,25.351303470196697,25.470131308567243,25.628220537519795,25.111786943480553,25.751974548784897,25.092014083205513,24.586926401724117,12.89987797454072,12.194555485874716,1.6416464104511423,3.300958113375074,3.610393606357206,3.527240949012739,3.254555955602968,3.8075571021395085,3.9029500988433043,4.0409102677527695,5.421519828943773,5.760060811441335,5.767608653792401,2.511018865526666,2.9254557603045352,1,1
2014.03.15,0,241,98.5192134494,1,86.1267619819,241,91.0999426441,1,82.6464281262,241,112.900889271,1,93.2945404237,241,88.087113551,1,82.1224996634,241,77.2092453917,1,58.3448884071,241,71.9012944984,1,74.0255901149,241,87.0729854278,1,79.0321838983,241,27.5428537929,1,31.1815296779,241,22.2379186334,16,26.2949479807,241,170.085287356,16,91.7788087609,241,224.351646477,16,55.1383120076,241,115.547050637,1,92.7901863815,241,89.2403166049,1,84.8299609506,29.8583305020866,148.9607426719776,134.07438557717887,121.32613906112509,113.01087924091296,102.74144815434056,100.49626025743345,101.78464363605809,133.55100542257216,144.57578388620513,148.80130251498966,160.11327011151909,164.228361064205,17.22211274471783,28.412923314614066,23.547643999299712,21.052867518238944,19.79090576759181,19.253989594968395,19.720227021198692,19.298477699061415,20.736573390628,21.16666821786124,21.54636648564686,13.755948927076476,12.787081339502407,1.1617179311577592,2.12484566343043,2.137422551011086,2.1665735269753226,2.2062125212941197,2.9499453478897992,2.6403131738887753,2.290301522551958,3.3364270211292717,3.69899816701186,4.273931474839897,1.0088774055040803,1.3519614028661961,0,0
2016.03.02,0,241,97.9217603912,16,88.5806328488,241,67.1041580897,1,64.166642636,241,94.8394914581,1,83.0473084741,241,82.270670506,1,78.2851003117,225,69.6773809524,1,52.8084615887,241,45.5271798614,1,50.0428026392,241,61.956404321,1,71.8782999073,241,82.4642227705,1,77.9553382494,241,47.0890437476,1,24.9420196408,241,67.8198449612,1,91.8853858528,241,75.4057233704,1,58.2521908729,241,87.5939193257,16,82.2763276957,241,79.3393124066,1,79.2748183551,31.14332239273311,147.9828379722776,131.47072173009258,118.31988532161122,110.79156694287376,99.4614041110041,96.78152145928885,99.19530165585984,130.71858184025757,141.23138144867283,143.94464892457225,156.10097733938105,159.02645053984028,17.01227017420672,24.25719049247869,22.049292060120187,20.913751136692134,20.875253544444877,21.860756401293315,21.516093632734904,21.939271512069674,21.879572959723728,22.190829728239805,22.11728534687342,15.183664556710866,14.576953868256888,0.8291923177838012,2.476562981449058,1.8913776791090162,1.5548602379603491,1.9676616593083736,1.1486218819562046,0.9448695968334189,1.0185282448340387,1.6496826018940336,1.5803092223670763,1.769791871370255,3.428399910076292,3.41011852847358,-1,-1
2014.05.08,1,241,69.1631617114,1,60.8592468326,241,107.575070822,1,87.3126364796,241,100.610676157,1,87.3948215436,241,102.305882353,16,87.2688238288,241,112.511827957,16,92.665802405,193,84.325,1,59.9402297268,193,77.6231195566,1,51.8719921232,193,67.0014825797,16,54.6897984331,193,59.2730109204,16,50.3977196431,193,57.5196021065,16,44.8106777047,193,65.7761966365,16,42.4273564086,241,92.5039431157,16,81.6351648866,241,83.5928459296,16,71.395316139,31.857709059843422,169.98509466388967,154.55099725701803,136.11526926639738,124.84068096378503,113.37304755102326,113.08323579841583,115.6589158918893,164.53094807941244,176.18246732330175,178.52962560596694,165.34711132595947,169.88003559555702,15.15839479227834,26.655924493922466,30.5052708121855,27.37949473059942,23.86345592811269,20.08670564482361,20.163607334053484,20.152113334011506,22.34491845600685,21.33487381974262,20.81833171482644,12.362281465558084,11.996548385395101,1.3759056165517156,2.8241698465345615,3.2210228025358636,2.0887542530549426,1.4792409925004444,0.9841940696327413,1.7785684467946488,1.9657412651902468,4.650100071021007,4.71662796443059,4.6050833638268465,0.8812686543743129,1.1925850453855407,0,0
2017.03.30,2,241,99.7641458836,1,87.2780440704,241,100.264996704,1,83.6460708913,241,77.6111477138,1,67.3221188739,241,61.4002897787,1,54.7366245425,241,84.8189025146,1,68.3111276565,241,83.834815913,1,76.3731444721,241,46.0248674131,1,49.3051730424,241,86.1480018954,1,59.294318393,241,151.918751461,1,99.5907269696,193,56.6921558442,1,64.5916120627,193,86.5924971363,1,53.0365645862,241,132.545137217,16,100.55472768,241,101.114562324,16,92.1849471845,31.24174420282454,154.7519718421748,138.65708671566077,124.685338573205,116.94381891314815,106.71591043580752,104.58043900137643,106.85554036987139,145.7767526089924,156.77826685408286,159.4101610060813,159.76787873103888,162.2602458788407,15.773077425961157,19.219399292659027,16.687911201401352,16.496406746236833,17.07693317025228,19.607308264312813,19.7361649970785,19.55775483496873,22.060704758761528,21.564085639163785,21.362649635177196,11.492314309709073,11.183426838505008,0.6802082001899753,1.1912220102371125,1.2812380563449617,1.6898708014084363,1.949656321634954,3.46209583391149,3.210134237814033,3.158525323411405,4.779491542174772,4.754188351473261,4.753908380980844,0.36929071660829743,0.37006194850232565,1,1
2018.09.16,4,241,86.6435542442,16,71.2137376994,241,85.8645513477,1,80.5950219698,241,72.7416552355,1,64.5932262796,241,115.274817851,1,91.6487330878,241,72.0816885339,1,68.2261879509,241,111.14338332,1,78.7047922231,241,181.105043961,1,88.8624143552,241,172.532399299,1,99.0791539287,241,48.8143292683,1,35.4564426754,241,60.2680364448,1,48.1240091212,241,47.1797824116,1,57.150857685,193,65.4957150719,1,51.2244240969,193,46.148417985,1,46.4556957054,26.973135511545976,167.5529151148964,151.67993392526955,134.12600072835116,124.35851778524908,108.17091102244811,105.21251959204287,107.54022933001752,153.72884813878107,165.77211058865663,168.831352499834,186.81122090200935,191.6514083495861,14.819403936251838,30.67136619705618,30.426967231368057,26.825202144684233,24.136430176956218,17.270361412732164,17.71633443151173,18.01213938973919,27.16688774224258,26.979075356221962,25.800242090333207,6.611317323859637,5.909606568812101,2.2820259232998463,1.9341237661177701,2.1844162812566763,1.9758724994809604,2.0440052818142744,2.6802594361137686,2.7110048535980837,2.611445263533387,3.2233979245616786,3.215404059240302,5.983483394350922,0.5671135467342475,0.5642578817528805,-2,-1
2015.10.11,5,241,91.6247058824,16,78.0372456161,241,93.9544332637,1,83.435065247,241,75.7302334707,1,71.2446179017,241,59.6589118199,1,55.2528859649,241,88.4445471349,1,78.1629842098,241,108.99958124,1,65.46402147,241,95.7269037181,1,84.9310644239,241,109.7817712,1,55.3318862268,177,79.9250356125,1,45.1121020585,193,72.0362604446,1,39.1936493634,193,137.908331787,16,50.2582728583,241,58.8893731143,1,51.8586447849,193,50.0772898867,1,47.9778430347,24.903673135255058,169.12316526505407,150.7497938611148,132.93506575682136,121.80557098988189,104.87316477071622,101.80898587577883,103.52872201800577,154.5798593642677,156.9806357975746,159.13245090730769,184.5150990582912,189.66991259220183,14.649634353538213,29.711005179048463,26.79949648767036,22.62814337776277,20.919273190286752,19.45265942515392,19.802745420257065,20.137957603615458,28.844871527098473,31.950306703026456,31.648977544451668,6.3672339746600315,6.351583792421125,1.6903792639686366,2.1361275395699906,6.006446904959774,5.3560959720911265,2.9363696985362187,4.156194990399503,3.9301728278011807,2.778816886418329,6.158568481545049,11.078365087982526,8.518503547267441,1.0427253495690598,1.2035319701489053,-1,-1
2015.05.08,1,193,78.8138977636,1,66.7933824644,241,97.7427184466,1,85.5392951984,241,87.9105029586,1,77.133232976,193,57.3378076063,1,53.8805952845,193,61.6678622669,1,52.3594190791,225,134.428927681,16,95.5829672868,225,97.5150877193,16,96.8045523274,193,57.3570961413,16,66.5198968818,177,129.836551724,16,72.5892946546,241,79.4487255483,16,90.4443005203,241,197.691320293,16,88.0226101647,241,97.2285201675,16,86.8699205125,241,105.029253183,16,95.3030424621,36.78883530387886,175.8103583281477,156.26226146027795,139.19341163658993,130.115300248911,117.21043870566272,114.02130781995437,118.14316034804226,167.7794985480191,178.8020587015142,180.92523076125286,170.4446858742958,175.06772583129055,14.480794339410997,26.58505644421475,24.716561553897208,22.07607797783494,20.388017569288053,19.503968103018497,19.71444013390804,19.625063545393676,27.25666563710087,25.702089789212668,25.14261638492258,7.953608810735857,7.509835916701782,1.4975727776432022,4.162494241239701,4.422343631978762,4.052379218360474,3.9300817843133418,2.1975104070850016,1.7618804996143858,2.074558468443024,4.035849077995987,3.85207035627771,3.444703116020042,2.150434782295173,2.2415514066006623,0,0
2018.05.09,6,241,102.983190508,16,91.9097357176,241,78.842222932,1,69.4822989118,241,75.5112251443,1,63.9833483066,241,82.6227227559,1,79.0378027072,241,131.463326785,1,94.6062764397,225,86.2214103033,1,49.9367002506,209,83.1869948567,1,58.7542604631,225,103.059574468,1,64.0832548642,193,68.8849858357,1,46.636486173,225,79.8081784387,1,38.1938365767,193,66.0653225806,1,63.9689926705,241,87.1790910116,16,75.7548901638,241,82.0098736177,1,66.7956633698,30.25020421629461,164.50718506142368,146.90468965298226,131.02453594824286,121.15132647966394,115.09528035412781,112.4858318880877,115.29744654649515,166.0911889710851,178.06438238464645,180.6877969516638,167.22414174917205,171.39942116068298,14.761666386851564,28.40481809781543,29.111938393397185,25.590593737280404,23.237786512521478,18.130224780703738,18.557311525191068,18.40416022978809,22.43314003845534,21.10431342417498,20.277588058259703,10.157281082740303,10.379663416850395,1.0324998269760886,3.6826517562915875,3.117289189112812,2.5806340365755895,2.064464973544358,1.924200674849793,1.857560328371987,2.0230453740200773,3.410818980369677,3.3362350372278975,2.2967108129767695,1.8229292809091595,2.1858769626262777,2,1
2014.04.06,1,241,90.9723352319,1,82.0624851699,241,90.17862969,1,81.360193842,241,84.7394540943,1,78.3843731158,241,80.7542168675,1,74.9051490735,193,55.9439901881,1,50.2059834215,241,74.9578398863,1,71.0189733449,241,52.8098510882,1,60.531511476,193,94.2454760031,1,62.7042400817,225,63.5615763547,1,70.8810138862,193,79.9675491033,1,57.6781076746,193,37.2728592163,1,41.7957696498,241,81.1402551553,1,78.4837489888,241,79.9026897511,16,79.9942466272,34.43661590184911,162.7871440399428,146.43684003646368,131.2092564250529,122.16640155221585,111.00716561708107,108.68019335792124,110.7340191183481,151.10899298324844,162.33886812019637,165.0636508852481,162.40812512805985,166.21195127627306,16.020716418480728,26.464165859680662,24.143876959202274,21.889635290113777,20.508796149510726,20.4273483973962,20.806839211603375,20.36134835167805,23.166564817292223,22.317439197861546,21.998204030196856,12.92892425983425,12.686313258475565,1.6780215145718407,4.872384967386992,4.563349527784382,3.922030280441985,3.614867600071218,3.5838536833595604,3.605943345888471,3.731395121109103,6.833601565718073,6.908275312998022,6.564572945436032,0.9799196201604499,0.7047796895321881,1,1
2016.08.03,0,241,84.0430825243,1,79.5962351113,241,93.4596083231,1,79.6659789192,241,97.1195786865,1,81.3538781058,241,63.7179023508,1,53.4429102162,241,100.896728672,16,90.0582534492,161,45.3375394322,1,43.5322456822,113,40.0847133758,1,43.1995055787,113,43.5373324825,1,42.371375737,193,66.8454987835,16,67.7372497977,241,121.911285062,16,76.5780619111,241,104.286520819,16,69.5359437653,241,50.589910033,1,58.2310723873,193,63.2413691354,1,52.2919561227,36.76241242240311,175.46588220553994,163.12601564049825,146.0969564718043,134.02310784426322,117.42678513630621,114.36763732420101,116.8296710066091,164.2412604278689,175.3421280683254,177.71322342524823,187.47205986182033,191.7757747663085,17.881222682230312,31.186892600884693,32.17053446413664,28.720342164582153,23.290397691208888,19.713296533484208,20.510182817340965,20.61171310577509,32.161737959733955,30.039773299148546,29.2163798808468,7.216362208558517,6.649628421816607,0.6977615237125745,2.216542448882552,2.503442986382079,2.596631340507195,2.5981344308669785,1.8354290083782383,1.9216754114415262,1.9502068894375677,3.4830101684821635,3.572394727838193,3.5673393610076234,1.368071468777674,0.9967074704611468,0,0
2018.12.17,0,241,86.4154589372,16,65.8668056727,241,96.5377128954,1,85.5421832943,241,85.4237726098,1,73.4785472268,193,52.5952380952,1,52.7691155321,193,76.0548302872,1,67.0400653474,241,116.994962217,16,69.7706568623,241,98.6363636364,16,89.9434034298,241,116.401709402,16,68.5822308637,113,89.8260869565,1,35.1580478885,193,132.274774775,16,71.6803539854,177,25.0183299389,16,28.0569262401,241,92.0270118177,16,83.8119395654,241,91.6993006993,16,81.5058653314,28.88371751861732,145.44300748164335,124.22839472810519,107.51591486719826,98.89606930136003,85.12821289869284,83.66414447524264,85.89356802581901,123.670605017102,134.32156451894534,137.02571445201093,171.73189058015916,173.95310533926795,14.829685103529446,22.823370152688454,22.02996273561322,21.42537651758785,22.023972980936357,25.010140423366717,25.210939597897855,24.91091334868051,20.593535257695063,19.028033086206243,18.880570098555815,10.691577938328631,10.50610586800852,1.262600918779776,4.98270057468968,4.083511170341148,3.1333711003863267,2.4443450244066414,1.7137971375300223,1.5360538517784743,1.50732347816671,2.237880522485579,1.7791289956819842,1.4195590325793417,2.2733123794749717,2.5418245702311535,-1,-1
2017.03.02,2,241,88.0624142661,1,79.5748878172,241,92.8570456093,1,83.1759202244,241,67.4863734027,1,57.4285105524,241,81.1380630631,1,70.2119929685,241,81.9994255515,1,83.9164055479,241,122.303783045,1,82.4702427718,241,141.120312315,1,102.906614372,241,155.20185923,1,94.5343241322,225,72.2570579495,1,49.9738069852,209,91.6430991642,1,39.3435750227,241,87.0391052196,16,38.1066674775,241,115.961311423,16,93.7397176816,241,80.2071041541,1,83.3753290953,31.31701161487324,156.23447759811148,137.46859532114087,121.05112242101133,111.53293311257744,95.20189497557384,93.73258928931106,96.00520871099509,127.63310915331255,138.74527268186176,141.46346046938825,159.12584890548382,161.6545283665508,16.380851915711247,17.03830644593509,15.45169215889544,15.297318258707557,15.947745831391504,17.582850046680292,17.525328989219947,17.25415988051624,15.278311718897056,15.410948200961267,15.40096096233691,11.329370823143016,11.419473694958315,0.5575637813812531,4.752492555719354,4.245730935245335,3.284085438036715,2.6206743730137396,2.3353825814883162,2.313260184997656,2.399320519155792,4.853756284707357,5.198742854556345,5.2443320639414805,0.7577175642359703,0.6209265429723748,1,1
2017.07.19,1,241,87.6473594549,1,80.8155196546,241,86.9165942659,1,77.1341931132,241,91.361463621,1,84.0852103597,241,84.3689862543,1,78.3596816498,241,78.4288774636,1,68.5864989477,241,49.5185571309,1,48.9803609697,241,36.5686356073,1,42.5073825198,241,41.9367315001,1,47.2418824831,241,126.248963561,1,83.1495278035,241,142.166541353,1,107.192801531,241,158.383792397,1,98.325114385,241,45.7511483383,1,52.8471610253,193,51.926096771,1,46.3423694653,33.3585503309771,183.31799467442332,173.95314348044616,153.9244281421437,140.187011153768,117.68424249553529,114.71401867160013,117.45573034188492,170.38318272716577,181.54062944466426,183.87493663847033,183.02577073245507,187.97679247279447,17.644953162803677,27.564252142502216,31.552306061688423,27.0877138836983,21.30075509693245,16.8463599245175,17.68115360217716,17.77148181317656,30.367705880222868,29.017279705111015,28.23219252963763,6.917065492216294,7.272804309366765,0.6753498676790762,1.9465013188951905,2.8511726604662657,1.7626372686596516,1.2181459812423638,1.5106546924015578,1.0620432750621924,0.9740512079272706,1.2989044280502817,1.2457375333173286,3.8174017997618526,2.1239267355508877,1.9149312161309442,0,0
2016.03.28,0,241,81.3763267932,1,75.1110632529,241,80.3455181182,1,67.9853566322,241,77.6529595016,1,79.6553311131,241,30.4645643693,1,40.1968220764,193,86.9630271519,1,71.6449605074,241,87.4636737491,1,70.6635825226,241,54.0450015101,1,59.146859937,241,120.133547352,1,71.4058606303,241,27.5552718918,1,32.7854495038,209,48.5870573871,16,51.5415138204,193,90.7098458478,16,64.9128482601,241,93.783510434,16,88.0799506141,241,80.3318225518,16,79.0081335634,33.68189027873033,156.70981036646347,140.42669775204317,126.83113676079336,118.71283821802655,109.85506443208673,106.85959983947716,110.51582609904155,144.73097772427016,156.00649522996596,158.83025983043183,160.66164254155424,165.2606425452869,15.3606669457657,23.76149385964652,21.09749538577137,19.745474265019965,19.49639326059682,19.406901519804194,19.695299729650973,19.776006078821286,25.289162867643967,25.520257520768414,25.29160652081511,13.868627033010211,12.848859694559463,1.1271118691864237,3.193410558466295,3.0739833672576595,2.9984773554922257,2.733685173877905,3.7679311500527057,3.547724489607864,3.8474172390536965,4.271808005732011,4.505675856973191,4.385107683024024,1.736030690719494,2.2857412776656703,-1,-1
2015.04.19,1,241,97.3182579564,1,85.4461689639,241,88.1836820084,1,80.4124679741,241,99.3897605285,1,84.3367382062,241,105.849026619,1,88.6526719148,241,87.818443804,1,66.8401278416,241,56.5016863406,1,43.095099519,241,75.056462285,1,52.5979615084,241,30.5347523892,1,43.5843486513,241,62.0714285714,16,54.5674195133,241,38.756687077,16,30.4281686049,241,24.0344594595,16,33.9334926091,241,87.5048346056,16,83.9369645266,241,74.5778713914,1,70.3786199315,33.293229681042995,169.40146319663222,149.3705293512904,132.9708684833404,123.87044199352265,113.96477918714976,112.0162117625855,114.94214157107888,160.73883521750244,171.99074927217185,178.17938647135915,166.4164877878595,170.83499870809777,14.971894317910035,23.38551927375065,21.222712896769476,19.66622297881178,19.332133489798526,20.33135399878773,21.10851081681686,21.308933679248383,26.00451897594922,23.472755905420097,22.913365465351948,9.87783210247795,9.348825735246344,1.163753852578039,5.732169653481347,4.984953580946264,3.89073896445455,3.034474154758878,2.682978838576333,2.6030165585025733,2.6824467770663407,4.563377597766225,4.609731791316482,5.921133145044488,1.808443582194019,2.087953476728264,0,0
2016.09.01,0,241,104.171671141,1,90.3666121754,241,101.471193798,1,87.4566459575,241,71.7717445328,1,63.7750376657,241,78.6506196674,1,60.7847499298,241,58.985915493,1,62.5590284411,241,89.2246926498,1,72.7574868556,241,175.066682251,1,99.2525737608,241,190.080250597,1,70.161265992,241,48.3918092325,1,34.1615667448,241,19.3303929048,16,18.2783927833,241,34.773439001,16,27.6390453115,241,80.7260579065,16,69.3857443996,225,37.9811446992,1,42.2853374479,31.874506009871602,173.95520999997657,162.39775253524988,146.28656698236745,141.97046174707992,116.88755882787007,112.94661509882145,114.87879057629644,161.95118311660627,174.55380539307208,178.2264963772105,187.30477780103132,191.63720127458714,16.65608072599709,30.856595825149544,30.984215667887494,28.94313617335986,24.471374204243393,23.04863087182355,23.553468573725198,23.43354523110791,30.946252662741294,28.204404191366084,26.563992355956042,7.279970798424692,6.126653926763931,1.3026500098760363,1.6166462780587758,1.8461338062498969,1.8659603715141153,2.3226056106567627,1.3516627554258325,1.5302159881443325,1.5478199204969272,2.0243529077322804,2.0386368069854734,2.2759469151920104,0.16442483892259716,0.13352869240059137,0,0
2015.06.18,1,241,95.7371415027,1,89.2346423806,241,84.3847053321,1,76.1595184752,241,72.5952830189,1,62.1377606493,241,63.1292757726,1,64.988487116,241,77.5959456346,1,62.5719126275,241,57.1973888028,1,57.4991613689,241,82.314471243,1,73.2534699973,241,56.3410530915,1,56.0227734994,193,46.7718271827,1,50.991604277,225,67.044973545,1,46.7854677006,225,55.4431697472,1,44.9251473573,241,87.7964639931,1,75.9094258718,241,90.7231167661,1,71.5387521386,29.61169405185502,180.98243355646215,165.02973373074028,147.36929882758346,136.23933289103655,118.96194597377907,116.14721055967046,118.34172624470234,168.26343476452647,179.7591396997663,182.4983562403454,176.3134242563743,181.6806886364015,16.80616889010998,29.800551977063964,31.047736323187134,28.856783338624815,27.260648087475374,23.660825662557865,24.040269476935826,24.05741509009158,23.146588306220888,21.77730306907681,21.225465154050724,6.537070399949992,5.968947215721434,2.54049429478218,1.7560438281173487,2.3167225751288854,2.037929946492938,1.663498223733749,0.6907455624737293,0.8600259522184597,0.7049413045180646,1.883689526785754,1.8290452389184926,1.717011676794084,1.6561946374017462,2.0520628017016866,0,0
