,amount,aot_0_max,aot_0_mean,aot_0_min,aot_0_std,ncs_412_max,ncs_412_mean,ncs_412_min,ncs_412_std,ncs_443_max,ncs_443_mean,ncs_443_min,ncs_443_std,ncs_469_max,ncs_469_mean,ncs_469_min,ncs_469_std,ncs_488_max,ncs_488_mean,ncs_488_min,ncs_488_std,ncs_531_max,ncs_531_mean,ncs_531_min,ncs_531_std,ncs_547_max,ncs_547_mean,ncs_547_min,ncs_547_std,ncs_555_max,ncs_555_mean,ncs_555_min,ncs_555_std,ncs_645_max,ncs_645_mean,ncs_645_min,ncs_645_std,ncs_667_max,ncs_667_mean,ncs_667_min,ncs_667_std,ncs_678_max,ncs_678_mean,ncs_678_min,ncs_678_std,nsst_0_max,nsst_0_mean,nsst_0_min,nsst_0_std,sst_0_max,sst_0_mean,sst_0_min,sst_0_std,aot_0_raw_ippa_mean,ncs_412_raw_ippa_mean,ncs_443_raw_ippa_mean,ncs_469_raw_ippa_mean,ncs_488_raw_ippa_mean,ncs_531_raw_ippa_mean,ncs_547_raw_ippa_mean,ncs_555_raw_ippa_mean,ncs_645_raw_ippa_mean,ncs_667_raw_ippa_mean,ncs_678_raw_ippa_mean,nsst_0_raw_ippa_mean,sst_0_raw_ippa_mean,aot_0_raw_ippa_std,ncs_412_raw_ippa_std,ncs_443_raw_ippa_std,ncs_469_raw_ippa_std,ncs_488_raw_ippa_std,ncs_531_raw_ippa_std,ncs_547_raw_ippa_std,ncs_555_raw_ippa_std,ncs_645_raw_ippa_std,ncs_667_raw_ippa_std,ncs_678_raw_ippa_std,nsst_0_raw_ippa_std,sst_0_raw_ippa_std,aot_0_raw_ippa_mean_ippa_std,ncs_412_raw_ippa_mean_ippa_std,ncs_443_raw_ippa_mean_ippa_std,ncs_469_raw_ippa_mean_ippa_std,ncs_488_raw_ippa_mean_ippa_std,ncs_531_raw_ippa_mean_ippa_std,ncs_547_raw_ippa_mean_ippa_std,ncs_555_raw_ippa_mean_ippa_std,ncs_645_raw_ippa_mean_ippa_std,ncs_667_raw_ippa_mean_ippa_std,ncs_678_raw_ippa_mean_ippa_std,nsst_0_raw_ippa_mean_ippa_std,sst_0_raw_ippa_mean_ippa_std,diff_amount,change_amount
2016.07.25,0,241,99.7482517483,16,88.6144685444,241,81.9787234043,1,85.5135067167,241,117.773972603,16,87.4594051075,225,83.6967213115,16,73.1663150731,161,63.8389261745,1,42.0728143369,113,59.25,16,31.6797477723,113,73.8342857143,16,47.2810559639,161,119.788235294,16,64.9004838408,145,130.168539326,16,39.8308885713,49,30.3314285714,16,16.3568731107,49,18.64,16,8.95267557773,241,84.837593985,1,73.9870183711,193,67.2681194907,1,53.2745173062,36.10119551450372,179.28677931893773,167.778917343713,150.6944569728049,137.76720727400038,119.4410470276894,116.01650860337956,118.157620503949,167.03988137530504,177.64005436965184,179.7316878275823,186.37851188868882,191.1592093176382,16.91640656911772,27.970462110071928,28.694358756621014,27.370212069114356,22.05395002604073,19.808278797354436,20.884431806113128,21.258063505436574,34.09010227251325,32.27136876905377,31.530239203586078,7.3326777513485855,6.834672182995755,0.6339170939012145,2.362600024710784,2.750742980669323,2.7373378101588903,2.3016528302814656,1.1660604282224982,1.2162654948405993,1.2344562758697584,2.2428944087674423,2.4488157727471203,2.556744149847159,1.8320556004445852,1.6078129358037099,0,0
2015.05.15,1,193,89.6956521739,16,67.0771358587,193,82.3888888889,16,66.2269992684,161,60.0416666667,16,43.7383119308,161,87.4137931034,16,40.7773747623,209,128.294117647,16,71.2359498683,81,29.7096774194,1,27.9390968386,16,1.81081081081,1,3.39186497244,81,24.9705882353,1,29.249922367,65,46.0322580645,16,23.8672185373,113,48.3333333333,16,45.7262385167,81,81.0,81,0.0,241,82.2234801489,16,81.5213087782,241,76.6961746784,16,78.4457793003,37.181373864936155,178.31816218865987,160.061970400803,142.53964553327575,132.6455391115572,117.71292513830855,114.5652034361213,119.37228151718598,171.53964261537385,182.82507469828894,184.94555486822756,170.75446493869723,175.08805399006857,14.60546495313922,27.2404316029091,26.20893909315259,23.278075969988855,21.022483931389704,19.8083870403838,20.202138801610307,20.287949407951494,29.79573245555559,28.421799954096617,27.80231433666538,7.577620741426177,7.357493712791108,1.4358895616954415,3.388304531015949,3.850997419892427,3.4753321190837876,3.4129506061022132,1.4520101618826213,0.9965210978042587,1.5654792344157964,3.867102497317845,3.756753880444357,2.7450645339728568,1.7584493602944615,1.8274919854501779,0,0
2016.02.20,1,241,108.672747073,16,92.6894416889,241,78.5574665575,1,72.3292847391,241,61.8198549916,1,57.1008482192,241,89.0089912897,1,79.8005234907,241,90.1213566508,1,85.6103471344,241,110.294024743,16,78.4908163965,241,125.608628261,1,96.9003009351,241,133.442813625,1,91.6845895168,193,27.550878037,1,28.1599715964,241,93.9339093881,1,70.9759718444,241,77.360931436,1,39.2227773301,241,90.5360480069,16,88.6626064785,241,94.7546774435,16,92.8334005136,30.780956062606073,142.9214532154371,130.1295092475632,117.78327143153409,112.35247508543598,97.83840425331347,96.05887143907543,99.32823991650807,129.2430704549311,139.39002658320922,143.50645220701085,157.4264682030865,160.02478241006477,17.124849919730423,24.556395961402583,23.772095679310407,23.624077547371055,23.87652548585275,24.637138402198474,24.321172107478542,24.23897118709616,22.90818691894301,22.830201786480224,23.013565802198148,15.737541989965974,15.030776962558496,0.9222729189575494,2.6630363624694917,2.7139692110704994,2.860949021790368,3.9495526287221407,3.2003921991630278,3.1354035392570068,3.710412097600069,2.2879239888439664,2.272468712166654,2.995165678421241,3.675416935912335,3.766164605728513,0,0
2017.12.17,1,241,111.494399185,1,92.5049408922,241,110.102078445,1,90.356246211,241,49.4650337838,1,49.6480293456,241,86.1915817605,1,85.6547984004,241,109.509990332,16,79.2062834227,241,90.4985418489,1,79.4107807759,241,104.118647672,16,66.8840714389,241,142.913051437,1,75.8201187555,241,86.9693660904,1,61.6800178334,225,64.4450814033,1,32.8603847134,241,11.5960431655,1,25.0680753471,241,92.3709962169,16,85.2781812927,241,80.7104903468,16,78.1502842437,21.888090655506815,138.71330902799968,122.232519704115,107.8348822657763,99.6624967116459,86.80606810943048,85.27089498223174,87.6805934345874,119.05994093595847,128.1160829869105,130.44663205658495,169.34518032897734,171.62794278596186,13.792922811661501,19.005431589747538,15.611709052766164,15.678237209208184,16.617679510264118,19.35680772205795,19.847938609011464,19.890578355206518,19.67155905110786,19.787909033024505,19.87555108652645,9.63107820008997,9.366908273383139,0.7446383307075123,3.051523398790309,2.1750931462815535,1.6277334843056155,1.4813332099677963,1.2455354189350811,1.0962222068856144,1.0133151698005476,0.661911438808878,0.8817686236734876,0.9595340260546746,1.50384360037201,1.6855487588603715,1,1
2016.12.09,0,241,85.2225312935,16,79.9684255754,241,83.7670250896,16,80.1527482153,241,74.0105680317,1,74.208228539,193,36.9422835634,1,43.3256083347,193,102.197775031,1,62.4896169966,241,115.457435897,16,109.498905198,241,94.0156599553,16,92.1757985093,241,154.661487236,16,98.7653400811,193,133.541791045,16,37.3836968587,81,15.1875,1,10.5606507257,1,1.0,1,0.0,241,97.1064096715,16,76.1504523388,241,84.9191481994,16,74.6974567764,27.1568891485653,154.01512032944086,130.07912987376523,113.03956942762495,103.62769051600127,87.37742294260383,85.2000026944454,87.22091608149799,122.4966132318226,133.49594860195705,138.71306795192578,170.55404814389277,172.23106388255547,14.961534115080752,18.426606525587015,16.961958802485942,16.85455725173941,17.02646293677272,17.819137615287673,17.8106750610062,17.59879246871571,13.876855399260727,14.340528368863389,14.177292373536812,9.898187390830127,9.62200803438966,0.9074311377815663,4.902037245126332,4.942323919515892,3.8121989877511613,4.094265970317023,1.9526422036143714,1.952157005907939,2.013197322042849,2.392004437371445,2.2344855772743952,1.525305880254336,3.2321598886434315,3.445742007569965,0,0
2018.01.05,1,241,91.9150121909,1,85.6349393024,241,68.5799573561,1,58.3722994322,241,81.6981526664,1,69.7257251777,241,128.416524411,1,91.0801609129,241,132.389917039,1,103.328451225,241,104.918157017,1,68.0259919977,241,127.6338904,1,56.3269325341,241,56.2958823529,1,45.1861129837,241,59.7110922467,1,68.3874494644,241,30.5175936436,1,33.3879269081,241,10.9356543363,1,29.9891166688,241,100.325895479,16,84.07561024,241,87.4462716828,16,81.79440175,26.41439488694035,144.24003201801915,124.56127292905946,108.94310417641994,100.53122247939945,86.23493139697433,84.56262501923374,86.75087165619588,114.05325205514433,123.86499723361696,126.3386101953492,164.28956232913978,166.82727832148606,14.194100222913892,18.93958799484972,16.18391441028892,16.875697989959864,18.204191881917943,20.56082213784293,20.99533601783725,20.936698554352137,17.83056795941943,17.660690089417198,17.91230010059607,10.81624546299778,9.976512463181207,1.6763275953131458,2.411128303504096,0.905238185911218,0.4806097303918756,0.4593649505787848,0.36948685029159845,0.3693835352884125,0.39159025451131213,2.3327617953643913,2.259346536187571,2.2855485318691153,2.4926606751767486,2.293942598641744,0,0
2017.08.18,1,241,78.3138357705,1,70.7306352789,241,81.1632183908,1,70.0518922844,241,78.9846878681,1,69.099736737,241,66.4288840263,1,70.3347099201,241,61.5144766147,1,60.45024378,225,55.9276836158,1,59.7855619227,241,72.6709601874,1,74.1205782282,241,101.055427252,1,91.6028513648,209,8.4921875,1,21.8075988485,193,79.5350957156,16,76.2630678242,225,64.8799593082,16,47.5150972977,241,60.3948329377,1,59.7290282412,241,49.9615993666,1,46.9423733036,33.20089459822525,170.92627204082052,159.82334835298232,143.232699627595,132.11146139571736,118.04257208982298,115.53440116865214,118.21836700652614,167.60542764849907,179.22163240952204,181.27775651708743,188.1551206955535,192.60185273011467,17.693031041712377,30.87344181270046,33.5477331920771,30.1451293092324,25.40359272002317,18.181829674263653,17.850971697033202,17.543466659140726,26.77472730055221,25.969481508701016,25.212162451008734,7.053852218877391,6.67696510334753,0.5947501641122308,4.581049397646157,5.608475341197834,4.549464707152342,3.611694146345003,1.1785039533456025,1.059153046659796,0.9955333253517187,2.8273031980791132,2.770262676718549,2.776141013074527,1.3969360242178845,1.3149102177655592,0,0
2016.01.14,1,241,94.5122699387,16,77.7725457205,241,97.4954407295,1,81.942307586,225,70.6698113208,1,67.6057366614,241,76.5750798722,1,64.3375802717,241,126.570967742,16,93.895410907,193,78.1513157895,16,74.3448366406,209,84.9142857143,16,76.4787071874,241,32.9057142857,16,41.5724458393,16,3.33870967742,1,5.44160658317,145,29.9952830189,16,40.1188679134,65,60.5234567901,16,14.1177610893,241,87.8238301219,16,71.9653242511,241,91.3314606742,16,82.2487814131,33.78049980151238,147.12368973964234,126.96187488502241,112.1476999641754,103.78875688655222,88.89147471461354,87.37740339462243,89.5959779630329,124.30004550691802,134.14024070254936,136.43968203251325,169.6301340770664,172.2075225392758,15.18468626793481,24.570182874128573,22.341922000362906,22.27483047079055,22.182538561580706,22.6523219630043,22.910327385262267,22.936046029460158,25.566795846413964,25.77689425199725,25.66861908071354,9.435575998585419,9.505116558726778,1.8198653537563798,1.4225691940151637,1.3376055155079198,1.0235175775064642,0.867661536708289,0.8282535103542114,0.8403886676790092,0.8535800004849471,1.8704017186265165,2.053586677674445,2.1265543765463013,0.7778124337850453,0.9130714159033148,-2,-1
2018.08.23,6,241,92.3896353167,1,81.9548106375,241,93.8467053602,1,84.1395225763,241,68.881097561,1,66.545146526,241,83.0402707863,1,69.1286816914,241,87.7442898849,1,82.7671630002,241,126.457748831,1,100.502433785,241,141.074112554,1,95.8892148279,241,133.467786658,1,100.805772078,193,88.1917513081,16,73.3128476779,161,66.1286481047,1,45.0814245762,161,70.7868322559,1,43.2880511933,241,54.1709047485,1,55.0999074639,225,55.7052957359,1,51.5975273393,33.01475181193973,163.64205306006014,149.78281021799927,135.14210548131243,127.14127161767108,114.73605777553463,112.00483738439895,114.03920865852797,160.4255801082072,172.51632739144534,181.91099442113293,185.81578686852797,190.05684342432212,16.177850526616858,32.929771803167874,32.88130520510253,31.92053818090013,32.206309801896225,23.196260275761468,23.0128198317638,22.926860399901727,27.693769041885545,26.00587011499811,23.767961762421823,7.306191625653297,7.299419907787325,1.0972935690329784,3.230686761243515,3.6292774824781375,2.9403645835758354,1.911195462713626,1.0480003599907874,1.0446537945369605,1.0586582677540106,2.8897218428248284,2.666340107415057,2.2304810346415955,1.4435963864802823,0.6009394082040962,-1,-1
2015.10.25,5,241,89.9047213952,1,80.280168326,241,87.1686046512,1,73.9972544457,225,73.1252260398,1,61.5204295461,241,91.1453243471,1,74.3093923337,241,140.685494803,16,92.2188037996,241,95.6006322445,16,73.9206822913,241,96.1569745344,16,78.9035759314,241,58.6317073171,16,55.0069187327,161,73.2864661654,1,46.3024858164,161,86.2222860425,1,37.3588938183,193,58.3508336289,16,59.2138159001,241,84.0167676331,1,69.023992907,225,78.6580605502,1,55.3201812216,26.021343368154938,167.22577440539322,148.09599793685618,131.27901114388249,120.71152491028231,101.42892869077542,98.44111140976652,100.04153893094279,142.98613072107756,146.40068066129766,149.72282134917984,182.09846979759564,186.82242848824964,15.963740568082613,26.97843882468034,24.17701735080342,22.314719597862556,22.56872517984198,22.84368840465368,23.12306978291481,23.266957745686707,27.78103827198221,25.717176322654346,27.116571594211393,7.448160366177943,7.292674805114519,1.6908918146652763,2.2575625692022494,6.0744950340651656,5.246801271361189,2.9894076298906125,4.660873841037676,4.5671160037361105,3.7113204688375183,9.642809784545184,11.564149153999855,9.33390553304593,1.2288089681955858,1.625777052724182,-1,-1
2019.02.20,0,241,99.1775735983,1,82.9117704533,241,68.8656606551,1,61.2107504316,241,76.5756627393,1,63.5326138555,241,84.7702506357,1,83.7944642277,241,125.357181377,1,100.259619201,241,159.612937434,1,90.6411668414,241,134.162614517,16,101.381139599,241,163.960945709,1,102.96196932,225,74.5057377049,1,47.1481668701,241,72.6517765001,16,39.5311671904,241,117.993826274,16,64.9953675908,241,111.656442167,16,94.4110319241,241,95.5936447503,16,85.6698117445,32.79793586060796,140.00557262332515,125.76012169726256,113.10221602628422,106.12244267689327,94.1022532349866,93.3068242000439,95.80098057333649,126.1987949341592,137.365086826507,140.28956928446425,159.62740677064255,162.76167801927087,16.827711038586155,18.506773164597004,16.017714765572517,16.351952875730756,16.885842356622963,18.668935456505654,18.912903218563372,18.705776951737395,19.3038187221105,19.32460868444504,19.36151093672684,13.424926187586246,12.507065451935334,1.5209756776067271,2.198810976439218,0.7519970206300343,0.8928939163828289,1.1478559116346885,2.148005981177983,2.545033049689769,2.669763490468583,3.5976017212454923,3.778374993640581,3.7702966135249625,0.8558715384753658,0.5534655449780644,0,0
2016.06.30,0,241,95.0678057554,1,84.4128104061,241,77.4588401199,1,71.2378015376,241,81.276173913,1,72.1635309989,241,81.0158813264,1,76.147394908,241,74.7691634582,1,66.4091624025,241,72.3747876317,1,64.7326019491,241,70.3013046544,1,54.4309678977,241,79.9168395248,1,55.4339579108,241,106.638888889,1,99.5359828639,225,73.5843162257,1,72.6390720884,193,123.290875405,1,64.8920125183,241,65.093373494,1,52.1705708218,241,51.4395265483,1,50.9245023632,37.27664053728116,177.48710857903274,166.95735434773567,150.95775200648728,139.68836289350023,122.47810017881649,119.32447134777728,121.67855137855034,172.92809134195534,185.64530398802344,188.36768964286188,181.33320277866932,186.76721981008959,16.878418820810968,31.408644388243303,32.730306539120335,31.703263066410955,29.257092877035305,23.340259063319607,23.846110611358025,23.64510066449801,33.46813985521346,30.386452470287907,29.698129004916638,6.463668746197064,6.41645648685185,1.1141503561099357,1.81318044752939,2.1485729516622145,2.3511731853999973,2.311550388630823,1.5007131860646465,1.494448552017622,1.466485194227985,2.387832901460947,2.3591097427138377,2.38320525156404,1.9012625644044092,2.1292282577017754,0,0
2017.01.08,1,241,123.657894737,16,92.1324208083,193,48.4685714286,1,50.3757071354,241,46.6103542234,1,56.5692476863,241,100.849462366,1,73.0767671532,241,40.5609756098,1,53.0705231585,225,48.1295843521,16,46.3265261171,241,78.3531746032,1,43.5236465313,241,96.5947867299,16,41.9498038037,241,104.1625,16,79.2952463503,241,172.410958904,16,81.4725494769,241,35.4055944056,16,55.7946080762,241,101.496811594,16,81.3391726312,241,91.0192864031,16,80.807434556,30.777674690927107,152.36305987794717,129.82457420376667,113.33346844716674,104.2423536829779,88.3742593134716,86.4497789387559,88.7528287582288,119.87985978186622,130.06245111506445,132.6505565939304,166.25738072152194,168.16718587248505,13.945622999285451,18.537458430353816,15.70091486969512,16.11257607305565,17.105168664812247,18.85419522138326,18.859382774719325,18.58680184033425,19.335442973848277,19.825173132388873,19.954105675776006,10.237217330102107,10.022537117468149,1.4359358281278567,0.9022676639140512,0.6814120285145857,0.6446298061118919,0.5190896419613699,0.32603072739092614,0.30844679485259624,0.3480426770476039,1.469101289876174,1.8123596264185373,2.814104229413885,1.096365702827695,1.082177041782323,1,1
2018.08.14,6,241,80.7683413078,1,73.186088236,241,100.739853112,1,84.1594330684,241,78.310143801,1,66.1957681007,241,84.2113985449,1,75.5680520627,241,86.6449106449,1,83.6096896613,193,82.4656786271,16,71.4303550594,241,161.373030414,16,95.5774762135,241,146.753263158,16,103.269677441,241,152.511513779,16,103.321592202,193,82.7729707458,16,63.4859996339,193,106.445012788,16,57.8376457678,241,55.9953555085,1,54.7308367913,241,56.5939885121,1,51.6600015691,37.21190731595951,169.6472079931024,154.57094639143887,138.57022620074048,129.36901658467312,116.52962164629507,114.08219303139423,116.13818532231069,163.76279606430998,174.8650225693564,184.78304503788863,184.26112585794607,189.5655371982588,16.511326007097924,34.580576985510376,32.90074606261092,30.856737214761715,30.596619756933382,23.231641508718383,23.227744678224937,23.209308451492312,32.26034666561247,29.441242053830027,26.959258346982544,8.644605045380457,8.16965873970654,0.413467394570558,1.7420226721507885,1.9083697076135817,1.7592883445224836,1.434068603011691,1.0105968655312143,0.9655782110136021,0.9546353720060317,2.410744771405813,2.358874455178991,2.3357447248541905,1.6931409948342424,1.3396009700738065,-1,-1
2018.04.23,4,241,120.830958036,16,92.023996877,241,86.367000771,1,78.8798179544,241,73.3049450549,1,61.4764765215,241,79.0124562086,1,67.2278117247,241,80.7147227533,1,75.2575721991,241,64.7296625222,1,68.3343448808,241,105.377319588,1,90.0370135861,241,158.679474708,1,94.6164995715,241,73.0758965805,16,54.1212157985,241,116.891028109,16,58.3824053999,241,157.798557692,16,84.4864935601,241,98.0319087077,16,83.5183239594,241,80.8358161311,1,68.9094029621,32.35048749290871,158.37971879514004,141.17642681607563,126.21444762661098,117.0422995391417,112.88005333950312,110.41229935154672,112.69153290103115,157.65312126764175,169.85718551266578,175.67648053728166,163.76057226149575,167.30721217656165,16.451209319172424,25.55904598453317,25.229649676379953,23.15190054021884,21.0818651204004,17.45076768294443,17.271082092042697,16.932151214931803,19.947230309192815,18.552240865755245,16.94806725405288,9.941810308049758,9.843307201490068,0.7582938749992949,5.506753561468389,5.005816419538801,4.297178309650234,3.681884498936371,3.1623864608248726,3.1882512985717493,3.1954184895381283,5.743962401360556,5.914183910878878,6.890229370696442,0.8479626853179109,0.9082122539764766,1,1
2016.11.03,0,241,83.4725897921,1,75.0251777006,241,101.763361137,1,86.5927277835,241,62.6895273401,1,56.3118742179,241,103.224921136,1,91.9763627419,241,127.165632754,1,96.1828179898,241,84.1173695075,1,68.0098421394,241,85.150137741,1,64.2211510839,241,109.930294906,1,81.9405425528,241,61.984490211,1,47.1159371299,241,74.1488736533,1,76.8914123683,241,181.508430124,1,73.7355991117,241,84.5476670023,1,71.5325590867,241,82.4350557764,16,65.4945959778,28.554472721809237,172.699963804366,151.8477188213882,130.29370708170993,121.17923141273457,96.96206970732757,94.57238443860913,96.50474299392528,130.94447897067812,141.26057783256445,144.03254021642257,183.21332235455182,186.10474526562763,16.036919237898744,26.105728923171302,24.119514726933268,21.459342330832264,18.87579588777771,18.533552460816946,18.622033128058074,18.384878897340688,18.220304255657446,18.45245551265637,18.65354963341094,7.561953883711952,7.633260417076437,0.8174377497660775,1.1488451873818897,2.532498287588599,3.015088160636758,2.4065406598613093,3.198706389909899,2.886920590471446,2.8721763059867556,4.813660924597663,5.473934993978164,5.48449370413561,1.4289431377691746,1.9762662828088267,0,0
2017.06.17,1,241,94.7735907817,1,85.0212430642,241,78.1210211157,1,68.729085643,241,80.8200382897,1,77.1806955423,241,100.749752066,1,82.7089041792,241,100.214218896,1,85.3787391712,241,79.1929397444,1,75.3823277476,241,76.7249146758,1,76.9520046359,241,93.6763089384,1,78.042653146,161,74.563713378,1,46.353613866,161,81.2410274455,1,41.7114425452,161,77.8298657718,1,44.9036953904,241,86.5216267682,16,71.5161990383,241,71.5499410725,1,56.6611807445,36.74784429510303,175.14899688689036,163.33553948213668,147.5562120126501,136.9003094579236,121.86666440183822,117.29156989672383,119.09723835054604,169.15322182141622,180.7026300835104,189.29482250857785,175.47414365774395,180.76402527259756,17.31286874756076,26.794377233637643,31.015523420783786,32.15769560670242,30.972447030763973,25.561004758091137,26.45409101637986,26.471771269492066,32.81223123360119,29.98739324318573,30.309872828849024,7.618753102934503,7.9777979151023235,2.105343697478362,2.93565928664724,4.109974064051352,4.159227321436645,4.022403141386839,2.2991243382499427,1.5515282233280494,1.51188913944167,1.8588178851333246,1.9447240751565102,4.129023381285491,2.0069393592107394,2.511615026126551,0,0
2018.06.26,7,241,99.4351918899,16,89.6370646936,241,94.067887931,1,82.520017097,241,75.1505805515,1,62.8575419229,241,79.2284482759,1,62.3480760048,241,86.2206243423,1,72.6187321709,241,118.770812929,1,102.081553294,241,139.231511254,1,104.023700787,241,124.091508337,1,96.5340467436,241,128.489361702,16,103.361628261,241,88.092917847,16,102.46351596,241,129.033530572,16,97.2000224901,241,82.7479179188,1,70.5885680083,241,76.0058120408,1,64.309060802,34.49707614280573,176.52621772079524,162.27536261823667,143.2027582017321,131.2832179479565,116.22454312813586,114.37191310362783,117.25573476748252,166.8716756229132,177.93845478422674,180.14321667683402,178.45864647353628,183.96329239036842,16.205268188707272,28.117431340448572,29.68548932332218,27.89681897732405,25.011408309520004,23.0349222641814,23.302377902624713,23.15346213942208,29.50091104444549,28.23216265873653,27.637100578885523,7.055021044498915,6.983722822908875,0.9593018577906993,1.8905190910297018,2.320653261480111,2.094780853646004,1.8427123190042107,1.4324633129618654,1.5078505287320043,1.5564342774847224,2.1308752442071595,2.2909910514785095,2.2871950776481116,2.254528649209032,2.428872331088556,1,1
2014.12.24,0,241,115.4556423,16,92.435094055,241,101.890260631,16,89.600555591,241,113.130434783,16,92.7221404465,241,113.381694915,16,93.0611976733,193,67.8414965986,1,56.3990764911,241,90.8360058309,1,94.4211461672,193,72.0308270677,16,61.7096264537,225,65.0504201681,16,59.3204246258,193,90.1875,16,68.2378365993,113,9.63434022258,1,20.860803656,113,10.1174968072,1,16.7516298093,241,92.0603215251,1,88.0476939972,241,51.3795391061,16,64.9008710189,24.17724887165491,147.0657129787885,126.85282227531363,111.57709912811272,102.7705261303473,87.45223936875485,86.47588978872697,88.68805828079847,119.8931482208369,130.40534567966102,133.11230841505667,162.94453828874555,165.34305576257694,14.717770988222515,20.7330920985265,19.950774836772997,20.94060183784488,20.703979746804222,20.565186097868185,20.992446731169725,20.96569188647576,22.143541472424953,21.927483363489632,21.800150015747445,12.57296072540258,11.772901246998506,1.3591457236916586,2.3797520047752667,1.824844095058002,1.9471623861992937,1.1911333049214246,0.9944181657237883,0.6409882900260578,0.8930761854956811,2.2657184376543595,1.731205000707772,1.6959780835534357,2.967933951927397,3.124374532029503,-2,-1
2016.11.26,0,241,96.4879972565,1,82.5624105704,241,94.2046124501,1,85.3257942624,241,61.7691776088,1,53.7988710361,241,98.7479214576,1,91.517760051,241,127.348302872,1,87.2635774468,241,64.8288663528,1,60.4296090137,241,98.8435387674,1,77.6644767401,241,44.2593374472,1,43.7267171622,241,111.729417067,1,65.3088258998,241,104.781301386,1,28.6547797748,241,14.8565924658,1,38.1296620688,241,91.1663430421,1,81.1055896136,241,88.6787974684,16,77.3183640791,27.526490158947954,158.0502680273085,134.44424279441438,116.21632420191216,107.51468735718969,88.90640657896348,86.66237484621026,88.61230107963465,126.56633128980376,137.5799137902369,140.73908158425752,173.98044019805837,175.64163168604304,14.86120619844897,20.656889312793293,18.995766221857522,18.828252427425344,19.289416966014887,19.20158840397354,19.337078199066053,19.203364492987518,15.82293598778653,16.386281671462594,17.021401802444228,9.294923644040285,9.334044314617204,0.8328684077452246,5.5741973547186365,7.161405234917697,5.754583398210985,4.8003593657420005,3.410590892944599,3.3765696422682807,3.4002949589558167,2.1921591302188204,2.097719600814709,2.020115803120982,3.433270529075253,3.9002200775190143,0,0
2014.12.03,0,241,106.669084579,1,92.3201873922,241,69.4011324042,1,58.5782290991,241,82.6646162859,1,72.9466846451,241,127.192425346,1,91.1951069512,241,122.448842526,1,100.359379372,241,57.5531914894,1,59.1101347208,241,106.572549541,1,68.9801355477,241,61.1790296416,1,51.1891632262,241,111.976476604,1,83.255374516,241,69.5804087929,1,35.4859031058,241,12.696265703,1,35.5722133495,241,103.422747008,16,89.8020806076,241,103.033456005,16,81.041362652,27.874979763639306,141.73531738364306,124.47948818305977,109.8463393165315,101.66973670955478,87.21886317583468,86.55004470248016,88.66266735835936,121.8349145953373,132.12464142922965,134.67805010164665,169.16599161942233,171.82362150784869,15.605270263942954,18.892607117389215,16.677810787664846,16.902150694035956,17.494910551242473,19.02082107214866,19.727656867624454,19.676040789740615,18.06520053047835,17.174390368463012,16.95735559979788,11.307557006398357,11.053480641320256,1.6204812965215052,7.179295523296407,5.66949942666534,5.729591271824319,4.368594787735778,3.387845804381097,2.9784198378116864,3.380623788782362,6.880995740720767,6.145559243134713,6.123083188954904,2.7898935001366145,2.750802144097327,-2,-1
2016.03.08,0,241,93.2150220913,1,84.4168997903,193,72.5944444444,1,63.2321733528,241,83.8017492711,1,82.5728147428,241,112.895865237,1,84.9571094278,241,136.351681957,16,87.4759653592,241,106.967877095,1,87.1415263589,241,126.139204545,1,96.1452230615,241,135.754744526,16,89.3523722074,161,70.829512894,1,55.9928709138,113,24.7297619048,1,30.3598586787,113,7.81785063752,1,19.524483022,241,110.634650699,16,94.5675422797,241,120.899806277,1,99.3194242809,30.212686663068343,147.99584640366982,131.2115860602352,118.04536992866929,110.64545216537931,100.57667207951262,97.6432806022554,100.08361372873593,133.41766450955922,144.21017261678176,146.92808624574963,154.97771928391253,158.4088372121271,16.420918216217178,23.86773891083082,20.687264801534806,19.373271959094662,19.327138852693636,20.224690057355637,19.84703316898648,20.148232125394053,22.14226334050081,22.609090100465178,22.488633791694518,15.373199233353,14.561785595210102,0.8590055225732727,2.0519640651073385,1.5108540798809336,1.3675496568142942,1.9968995805869445,1.2947956242657341,0.9496078063908135,0.9255352250123496,1.9143090464726757,2.0181709916527555,1.8858256917207976,2.599163760438976,2.453165225438998,-1,-1
2015.02.11,0,241,97.4640793633,1,83.3110666663,241,81.9880085653,1,75.9203167992,241,66.029906933,1,56.838370678,241,100.27472055,1,90.5593287656,241,120.062969626,1,87.7202023554,241,84.7419276523,16,65.4649805087,241,74.7626850492,1,59.022944257,241,91.6742048171,1,80.5887769084,241,101.026110025,1,49.7500034976,241,85.9237723808,1,43.6770699853,241,119.568418813,16,51.624424853,241,86.3676042677,16,86.9300803688,241,87.5634005764,16,89.6041945805,27.711432965282906,149.99743340374124,135.412053506942,115.9584892184722,106.78761226009391,91.64160460358572,88.68454267783062,90.83356329873722,122.03357241630829,133.23190845958638,136.23833026881638,158.06621985982065,161.48074122869596,15.31051916133342,23.510421761701775,19.942605272382952,19.638007448820044,19.611785887353737,20.436577101155343,20.065618201115516,19.69776157035262,19.288889781180842,19.66965907942708,19.763029803798997,13.944210296629066,13.105234053056973,1.3367335770463031,1.5635816982349275,3.069976647255834,1.5941457092606537,1.508726022228184,1.6511856217390226,1.098116419348841,1.0348488218379241,1.0937790650085173,1.1407866376011078,2.9472799855555634,1.3268032421952398,1.7462314563445138,-1,-1
